name,en,fr,es,it,ko,de,hi,ja,zh-cn
flaaffy,"Flaaffy (Japanese: モココ Mokoko) is an Electric-type Pokémon introduced in Generation II.
Flaaffy's wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.","Flaaffy (japonais : モココ Mokoko) est un Pokémon de type électrique introduit dans la génération II.
La qualité de la laine de Flaaffy change de sorte qu'elle peut générer une grande quantité d'électricité statique avec une petite quantité de laine. Les parties nues et lisses de sa peau sont protégées contre l'électricité.","Flaaffy (en japonés: モココ Mokoko) es un Pokémon de tipo eléctrico introducido en la segunda generación.
La calidad de la lana de Flaaffy cambia para que pueda generar una gran cantidad de electricidad estática con una pequeña cantidad de lana. Las partes desnudas y resbaladizas de su piel están protegidas contra la electricidad.","Flaaffy è un Pokémon di tipo Elettro introdotto in seconda generazione.
La qualità della lana di Flaaffy cambia in modo che possa generare un'elevata quantità di elettricità statica con una piccola quantità di lana. Le parti nude e scivolose della sua pelle sono schermate dall'elettricità.","Flaaffy(일본어: mococo Mokoko)는 2세대에 도입된 전기 타입 포켓몬입니다.
Flaaffy의 양모 품질은 소량의 양모로 많은 양의 정전기를 발생시킬 수 있도록 변경됩니다. 가죽의 맨살과 매끈한 부분은 전기로부터 보호됩니다.","Flaaffy (japanisch: モココ Mokoko) ist ein Elektro-Pokémon, das in Generation II eingeführt wurde.
Die Wollqualität von Flaaffy ändert sich so, dass es mit einer kleinen Menge Wolle eine große Menge an statischer Elektrizität erzeugen kann. Die nackten und glatten Teile seiner Haut sind gegen Elektrizität abgeschirmt.","Flaaffy (जापानी: モココ Mokoko) एक इलेक्ट्रिक-प्रकार का पोकेमोन है जिसे जनरेशन II में पेश किया गया है।
Flaaffy की ऊन की गुणवत्ता बदल जाती है ताकि यह थोड़ी मात्रा में ऊन के साथ उच्च मात्रा में स्थैतिक बिजली उत्पन्न कर सके। इसकी खाल के नंगे और चिकने हिस्से बिजली से परिरक्षित हैं।","モココ（日本語：モココモココ）は、第2世代で導入された電気タイプのポケモンです。
フラフィーの羊毛の品質は、少量の羊毛で大量の静電気を発生させるように変化します。その皮のむき出しの滑らかな部分は電気から保護されています。","Flaaffy（日文︰モココ Mokoko，英文︰Flaaffy）是第二世代引入的电属性宝可梦。
Flaaffy 的羊毛质量发生变化，因此它可以用少量的羊毛产生大量的静电。它的皮的裸露和光滑的部分被屏蔽以防电。"
ampharos,"Ampharos (Japanese: デンリュウ Denryu) is an Electric-type Pokémon introduced in Generation II.
Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.","Ampharos (japonais : デンリュウ Denryu) est un Pokémon de type électrique introduit dans la génération II.
Ampharos émet tellement de lumière qu'il peut être vu même de l'espace. Autrefois, les gens utilisaient la lumière de ce Pokémon pour envoyer des signaux dans les deux sens avec d'autres personnes éloignées.","Ampharos (en japonés: デンリュウ Denryu) es un Pokémon de tipo eléctrico introducido en la segunda generación.
Ampharos emite tanta luz que se puede ver incluso desde el espacio. La gente en los viejos tiempos usaba la luz de este Pokémon para enviar señales de ida y vuelta con otros que estaban lejos.","Ampharos (giapponese: デンリュウ Denryu) è un Pokémon di tipo Elettro introdotto in seconda generazione.
Ampharos emana così tanta luce che può essere visto anche dallo spazio. Le persone ai vecchi tempi usavano la luce di questo Pokémon per inviare segnali avanti e indietro con altri lontani.","암파로스(일본어: 덴류우 덴류)는 2세대에 등장한 전기타입 포켓몬이다.
Ampharos는 우주에서도 볼 수 있을 정도로 많은 빛을 발산합니다. 옛날 사람들은 이 포켓몬의 빛을 이용해 멀리 떨어진 사람들과 신호를 주고받았습니다.","Ampharos (japanisch: デンリュウ Denryu) ist ein Elektro-Pokémon, das in Generation II eingeführt wurde.
Ampharos gibt so viel Licht ab, dass es sogar aus dem Weltraum gesehen werden kann. Früher nutzten die Menschen das Licht dieses Pokémon, um weit entfernte Signale mit anderen zu senden.","एम्फ़ारोस (जापानी: デンリュウ डेन्रीयू) एक इलेक्ट्रिक-टाइप पोकेमोन है जिसे जनरेशन II में पेश किया गया है।
एम्फारोस इतनी रोशनी देता है कि इसे अंतरिक्ष से भी देखा जा सकता है। पुराने दिनों में लोग इस पोकेमॉन की रोशनी का इस्तेमाल दूसरों को दूर-दूर तक सिग्नल भेजने के लिए करते थे।","デンリュウ（日本語：デンリュウデンリュウ）は、第2世代で導入された電気タイプのポケモンです。
デンリュウは、宇宙からでも見えるほど多くの光を放ちます。昔の人はこのポケモンの光を使って遠くの人と信号をやり取りしていました。","安法洛斯（日文︰デンリュウ Denryu）是第二世代引入的电属性宝可梦。
Ampharos 发出如此多的光，即使从太空中也能看到。过去人们利用这只神奇宝贝的光与远方的其他人来回发送信号。"
bellossom,"Bellossom (Japanese: キレイハナ Kireihana) is a Grass-type Pokémon introduced in Generation II.
When Bellossom get exposed to plenty of sunlight, the leaves ringing its body begin to spin around. This Pokémon's dancing is renowned in southern lands.","Bellossom (japonais : キレイハナ Kireihana) est un Pokémon de type Grass introduit dans la génération II.
Lorsque Bellossom est exposé à beaucoup de soleil, les feuilles qui entourent son corps commencent à tourner. La danse de ce Pokémon est réputée dans les terres du sud.","Bellossom (en japonés: キレイハナ Kireihana) es un Pokémon de tipo planta introducido en la segunda generación.
Cuando Bellossom se expone a mucha luz solar, las hojas que rodean su cuerpo comienzan a girar. El baile de este Pokémon es famoso en las tierras del sur.","Bellossom (giapponese: キレイハナ Kireihana) è un Pokémon di tipo Erba introdotto in seconda generazione.
Quando Bellossom viene esposto a molta luce solare, le foglie che circondano il suo corpo iniziano a girare. La danza di questo Pokémon è rinomata nelle terre del sud.","Belllossom(일어: kireihana Kireihana)은 2세대에 도입된 풀 타입 포켓몬입니다.
벨로솜은 햇빛을 많이 받으면 몸을 감싸고 있는 잎사귀가 빙글빙글 돌기 시작합니다. 이 포켓몬의 춤은 남쪽 땅에서 유명합니다.","Bellossom (japanisch: キレイハナ Kireihana) ist ein Pflanzen-Pokémon, das in Generation II eingeführt wurde.
Wenn Bellossom viel Sonnenlicht ausgesetzt wird, beginnen sich die Blätter, die seinen Körper umgeben, zu drehen. Der Tanz dieses Pokémon ist in südlichen Ländern bekannt.","बेलॉसम (जापानी: キレイハナ किरिहाना) एक घास-प्रकार का पोकीमोन है जिसे जनरेशन II में पेश किया गया है।
जब बेलसॉम को भरपूर धूप मिलती है, तो उसके शरीर पर बजने वाली पत्तियाँ घूमने लगती हैं। पोकेमोन का यह नृत्य दक्षिणी देशों में प्रसिद्ध है।","キレイハナキレイハナは、第2世代で導入された草型のポケモンです。
キレイハナがたくさんの日光にさらされると、その体を鳴らしている葉が回転し始めます。このポケモンの踊りは南部の土地で有名です。","Bellossom（日文︰キレイハナ）是第二世代引入的草属性宝可梦。
当 Bellossom 暴露在充足的阳光下时，环绕其身体的叶子开始旋转。这只神奇宝贝的舞蹈在南方土地上享有盛誉。"
marill,"Marill (Japanese: マリル Maril) is a dual-type Water/Fairy Pokémon introduced in Generation II. Prior to Generation VI, it was a pure Water-type Pokémon.
Marill's oil-filled tail acts much like a life preserver. If you see just its tail bobbing on the water's surface, it's a sure indication that this Pokémon is diving beneath the water to feed on aquatic plants.","Marill (japonais : マリル Maril) est un Pokémon Eau/Fée de type double introduit dans la Génération II. Avant la génération VI, c'était un Pokémon pur de type Eau.
La queue remplie d'huile de Marill agit un peu comme une bouée de sauvetage. Si vous voyez juste sa queue flotter à la surface de l'eau, c'est une indication certaine que ce Pokémon plonge sous l'eau pour se nourrir de plantes aquatiques.","Marill (en japonés: マリル Maril) es un Pokémon de tipo agua/hada dual introducido en la segunda generación. Antes de la Generación VI, era un Pokémon de tipo Agua puro.
La cola llena de aceite de Marill actúa como un salvavidas. Si solo ves su cola moviéndose en la superficie del agua, es una indicación segura de que este Pokémon se sumerge bajo el agua para alimentarse de plantas acuáticas.","Marill (giapponese: マリル Maril) è un Pokémon di doppio tipo Acqua/Fata introdotto in seconda generazione. Prima della sesta generazione, era un Pokémon di tipo Acqua puro.
La coda piena di olio di Marill si comporta in modo molto simile a un salvagente. Se vedi solo la sua coda oscillare sulla superficie dell'acqua, è un'indicazione sicura che questo Pokémon si sta tuffando sott'acqua per nutrirsi di piante acquatiche.","Marill(일본어: marirl Maril)은 2세대에 도입된 듀얼 타입 물/요정 포켓몬입니다. 6세대 이전에는 순수한 물타입 포켓몬이었다.
마릴의 기름으로 채워진 꼬리는 구명조끼와 같은 역할을 합니다. 수면에서 꼬리가 흔들리는 것만 보면 이 포켓몬이 수중 식물을 먹기 위해 물 속으로 잠수하고 있다는 확실한 표시입니다.","Marill (japanisch: マリル Maril) ist ein Wasser/Fee-Pokémon mit zwei Typen, das in Generation II eingeführt wurde. Vor Generation VI war es ein reines Wasser-Pokémon.
Marills ölgefüllter Schwanz wirkt wie ein Lebensretter. Wenn du nur seinen Schwanz auf der Wasseroberfläche schaukeln siehst, ist das ein sicherer Hinweis darauf, dass dieses Pokémon unter Wasser taucht, um sich von Wasserpflanzen zu ernähren.","मारिल (जापानी: मारिल) एक दोहरे प्रकार का वाटर/फेयरी पोकेमोन है जिसे जेनरेशन II में पेश किया गया था। जनरेशन VI से पहले, यह एक शुद्ध जल-प्रकार का पोकेमोन था।
मारिल की तेल से भरी पूंछ जीवन रक्षक की तरह काम करती है। यदि आप इसकी पूंछ को पानी की सतह पर हिलते हुए देखते हैं, तो यह एक निश्चित संकेत है कि यह पोकेमोन जलीय पौधों को खिलाने के लिए पानी के नीचे गोता लगा रहा है।","マリル（日本語：マリルマリル）は、ジェネレーションIIで導入されたデュアルタイプの水/妖精ポケモンです。ジェネレーションVI以前は、純粋な水タイプのポケモンでした。
マリルの油で満たされた尾は、救命胴衣のように機能します。尻尾が水面で揺れているのを見ると、このポケモンが水生植物を餌にするために水面下に潜っていることを確実に示しています。","马里尔（日文︰マリル 马里尔）是第二世代引入的水属性/妖精双重属性宝可梦。在第六世代之前是纯水属性宝可梦。
Marill 充满油的尾巴就像救生圈一样。如果你只看到它的尾巴在水面上摆动，这肯定表明这只神奇宝贝正在潜入水中以水生植物为食。"
azumarill,"Azumarill (Japanese: マリルリ Marilli) is a dual-type Water/Fairy Pokémon introduced in Generation II. Prior to Generation VI, it was a pure Water-type Pokémon.
Azumarill's long ears are indispensable sensors. By focusing its hearing, this Pokémon can identify what kinds of prey are around, even in rough and fast-running rivers.","Azumarill (japonais : マリルリ Marilli) est un Pokémon Eau/Fée de type double introduit dans la Génération II. Avant la génération VI, c'était un Pokémon pur de type Eau.
Les longues oreilles d'Azumarill sont des capteurs indispensables. En concentrant son ouïe, ce Pokémon peut identifier les types de proies qui l'entourent, même dans les rivières agitées et rapides.","Azumarill (en japonés: マリルリ Marilli) es un Pokémon de tipo agua/hada dual introducido en la segunda generación. Antes de la Generación VI, era un Pokémon de tipo Agua puro.
Las largas orejas de Azumarill son sensores indispensables. Al enfocar su oído, este Pokémon puede identificar qué tipo de presas hay alrededor, incluso en ríos agitados y rápidos.","Azumarill è un Pokémon di doppio tipo Acqua/Fata introdotto in seconda generazione. Prima della sesta generazione, era un Pokémon di tipo Acqua puro.
Le lunghe orecchie di Azumarill sono sensori indispensabili. Concentrando il suo udito, questo Pokémon può identificare che tipo di prede si trovano intorno, anche nei fiumi agitati e veloci.","Azumarill(일본어: marirliri Marilli)은 2세대에 도입된 듀얼 타입 물/요정 포켓몬입니다. 6세대 이전에는 순수한 물타입 포켓몬이었다.
Azumarill의 긴 귀는 없어서는 안될 센서입니다. 이 포켓몬은 청력에 집중하여 거칠고 빠르게 흐르는 강에서도 주변에 어떤 종류의 먹이가 있는지 식별할 수 있습니다.","Azumarill (japanisch: マリルリ Marilli) ist ein Doppeltyp-Wasser/Fee-Pokémon, das in Generation II eingeführt wurde. Vor Generation VI war es ein reines Wasser-Pokémon.
Azumarills lange Ohren sind unverzichtbare Sensoren. Durch die Fokussierung seines Gehörs kann dieses Pokémon selbst in rauen und schnell fließenden Flüssen erkennen, welche Art von Beute in der Nähe ist.","Azumarill (जापानी: マリルリ Marilli) एक दोहरे प्रकार का वाटर / फेयरी पोकेमोन है जिसे जनरेशन II में पेश किया गया है। जनरेशन VI से पहले, यह एक शुद्ध जल-प्रकार का पोकेमोन था।
Azumarill के लंबे कान अपरिहार्य सेंसर हैं। अपनी सुनवाई पर ध्यान केंद्रित करके, यह पोकेमोन यह पहचान सकता है कि किस प्रकार के शिकार आसपास हैं, यहां तक ​​​​कि उबड़-खाबड़ और तेजी से चलने वाली नदियों में भी।","アズマリル（日本語：マリルリマリリ）は、第2世代で導入されたデュアルタイプの水/妖精ポケモンです。ジェネレーションVI以前は、純粋な水タイプのポケモンでした。
アズマリルの長い耳は欠かせないセンサーです。ヒアリングに集中することで、このポケモンは荒れた川や流れの速い川でも、周りにどんな種類の獲物がいるのかを特定することができます。","Azumarill（日文︰マリルリ Marilli，英文︰Azumarill，英文︰Azumarill，日文︰マリルリ Marilli，英文︰Azumarill，英文︰Azumarill，英文︰Azumarill，英文︰Azumarill，日文︰Azumarill，英文︰Azumarill，英文︰Azumarill，英文︰Azumarill，英文︰Azumarill ））是第二世代引入的水/仙双属性宝可梦。在第六世代之前是纯水属性宝可梦。
Azumarill 的长耳朵是不可或缺的传感器。通过集中听觉，这只神奇宝贝可以识别周围有什么样的猎物，即使在湍急而湍急的河流中也是如此。"
sudowoodo,"Sudowoodo (Japanese: ウソッキー Usokkie) is a Rock-type Pokémon introduced in Generation II.
Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because the forelegs remain green throughout the year, the Pokémon is easily identified as a fake during the winter.","Sudowoodo (japonais : ウソッキー Usokkie) est un Pokémon de type Rock introduit dans la génération II.
Sudowoodo se camoufle en arbre pour éviter d'être attaqué par des ennemis. Cependant, comme les pattes antérieures restent vertes toute l'année, le Pokémon est facilement identifié comme un faux pendant l'hiver.","Sudowoodo (en japonés: ウソッキー Usokkie) es un Pokémon de tipo roca introducido en la segunda generación.
Sudowoodo se camufla como un árbol para evitar ser atacado por enemigos. Sin embargo, debido a que las patas delanteras permanecen verdes durante todo el año, el Pokémon se identifica fácilmente como falso durante el invierno.","Sudowoodo (giapponese: ウソッキー Usokkie) è un Pokémon di tipo Roccia introdotto in seconda generazione.
Sudowoodo si mimetizza come un albero per evitare di essere attaccato dai nemici. Tuttavia, poiché le zampe anteriori rimangono verdi tutto l'anno, il Pokémon è facilmente identificabile come un falso durante l'inverno.","스도우도(일본어: woosokki- Usokkie)는 2세대에 등장한 바위 타입 포켓몬입니다.
스도우도는 적의 공격을 피하기 위해 나무로 위장합니다. 그러나 앞다리는 일년 내내 녹색을 유지하기 때문에 포켓몬은 겨울 동안 가짜로 쉽게 식별됩니다.","Sudowoodo (japanisch: ウソッキー Usokkie) ist ein Gesteins-Pokémon, das in Generation II eingeführt wurde.
Sudowoodo tarnt sich als Baum, um nicht von Feinden angegriffen zu werden. Da die Vorderbeine jedoch das ganze Jahr über grün bleiben, ist das Pokémon im Winter leicht als Fälschung zu identifizieren.","सुडोवुडो (जापानी: उसोक्की) एक रॉक-टाइप पोकेमोन है जिसे जनरेशन II में पेश किया गया है।
दुश्मनों द्वारा हमला किए जाने से बचने के लिए सुडोवुडो खुद को एक पेड़ के रूप में छलावरण करता है। हालाँकि, क्योंकि फोरलेग पूरे साल हरे रहते हैं, इसलिए सर्दियों के दौरान पोकेमोन को आसानी से नकली के रूप में पहचाना जाता है।","ウソッキー（日本語：ウソッキーウソッキー）は、第2世代で導入されたロックタイプのポケモンです。
Sudowoodoは、敵に攻撃されないように、自分自身を木としてカモフラージュします。ただし、フォレグは一年中緑色のままであるため、ポケモンは冬の間は偽物として簡単に識別されます。","须藤木（日文：ウソッキー Usokkie）是第二世代引入的岩石属性宝可梦。
Sudowoodo 将自己伪装成一棵树，以避免被敌人攻击。然而，由于前肢常年保持绿色，因此在冬天很容易将神奇宝贝识别为假货。"
politoed,"Politoed (Japanese: ニョロトノ Nyorotono) is a Water-type Pokémon introduced in Generation II.
The curled hair on Politoed's head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.","Politoed (japonais : ニョロトノ Nyorotono) est un Pokémon de type Eau introduit dans la Génération II.
Les cheveux bouclés sur la tête de Politoed sont la preuve de son statut de roi. On dit que plus les cheveux sont longs et bouclés, plus ce Pokémon gagne le respect de ses pairs.","Politoed (en japonés: ニョロトノ Nyorotono) es un Pokémon de tipo agua introducido en la segunda generación.
El cabello rizado en la cabeza de Politoed es prueba de su condición de rey. Se dice que cuanto más largo y rizado es el cabello, más respeto gana este Pokémon por parte de sus compañeros.","Politoed è un Pokémon di tipo Acqua introdotto in seconda generazione.
I capelli arricciati sulla testa di Politoed sono la prova del suo status di re. Si dice che più lunghi e arricciati sono i capelli, maggiore è il rispetto che questo Pokémon guadagna dai suoi coetanei.","폴리토드(일본어: Nyorotno Nyoroto)는 2세대에 등장한 물타입 포켓몬이다.
폴리토에드의 곱슬거리는 머리는 왕으로서의 지위를 증명한다. 머리카락이 길고 컬이 많을수록 동료로부터 존경을 받는다고 합니다.","Politoed (japanisch: ニョロトノ Nyorotono) ist ein Wasser-Pokémon, das in Generation II eingeführt wurde.
Das gekräuselte Haar auf Politoeds Kopf ist ein Beweis für seinen Status als König. Es heißt, je länger und lockiger das Haar ist, desto mehr Respekt verdient dieses Pokémon bei seinen Artgenossen.","Politoed (जापानी: ニョロトノ Nyorotono) पीढ़ी II में पेश एक पानी के प्रकार Pokémon है।
पोलीटोएड के सिर पर घुँघराले बाल एक राजा के रूप में उसकी स्थिति का प्रमाण हैं। ऐसा कहा जाता है कि बाल जितने लंबे और घुंघराले होते हैं, यह पोकेमोन अपने साथियों से उतना ही अधिक सम्मान अर्जित करता है।","ニョロトノ（日本語：ニョロトノニョロトノ）は、第2世代で導入された水型のポケモンです。
ニョロトノの頭のカールした髪は、王としての地位の証拠です。髪の毛が長くカールしているほど、このポケモンは仲間から尊敬されていると言われています。","Politoed（日文︰ニョロトノ Nyorotono）是第二世代引入的水属性宝可梦。
Politoed头上的卷发证明了它作为国王的地位。据说，头发越长越卷曲，这只神奇宝贝就越能赢得同龄人的尊重。"
hoppip,"Hoppip (Japanese: ハネッコ Hanecco) is a dual-type Grass/Flying Pokémon introduced in Generation II.
This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.","Hoppip (japonais : ハネッコ Hanecco) est un Pokémon Herbe/Vol de type double introduit dans la Génération II.
Ce Pokémon dérive et flotte avec le vent. S'il sent l'approche de vents forts, Hoppip relie ses feuilles à d'autres Hoppip pour se préparer à ne pas être emporté.","Hoppip (en japonés: ハネッコ Hanecco) es un Pokémon tipo planta/volador introducido en la segunda generación.
Este Pokémon se desplaza y flota con el viento. Si detecta que se acercan vientos fuertes, Hoppip une sus hojas con otras Hoppip para prepararse para que no se las lleve el viento.","Hoppip (giapponese: ハネッコ Hanecco) è un Pokémon di doppio tipo Erba/Volante introdotto in seconda generazione.
Questo Pokémon va alla deriva e fluttua con il vento. Se percepisce l'avvicinarsi di forti venti, Hoppip collega le sue foglie con altri Hoppip per prepararsi a non essere spazzato via.","홉핍(일어: ハネko Hanecco)은 2세대에 도입된 풀/날고 있는 듀얼 타입 포켓몬입니다.
바람에 둥둥 떠다니는 포켓몬입니다. 홉핍은 강한 바람의 접근을 감지하면 잎을 다른 홉핍과 연결하여 날아가지 않도록 대비합니다.","Hoppip (japanisch: ハネッコ Hanecco) ist ein Pflanzen-/Flug-Pokémon vom dualen Typ, das in Generation II eingeführt wurde.
Dieses Pokémon treibt und schwebt mit dem Wind. Wenn es die Annäherung starker Winde spürt, verbindet Hoppip seine Blätter mit anderen Hoppip, um sich darauf vorzubereiten, nicht weggeblasen zu werden.","होपिप (जापानी: ハネッコ हनेको) एक दोहरे प्रकार का घास/फ्लाइंग पोकेमोन है जिसे जनरेशन II में पेश किया गया था।
यह पोकेमॉन हवा के साथ बहता और तैरता है। यदि यह तेज हवाओं के दृष्टिकोण को भांप लेता है, तो होपिप अपने पत्तों को अन्य हॉपीप के साथ जोड़ देता है ताकि वह उड़ाए जाने के खिलाफ तैयार हो सके।","ハネッコ（日本語：ハネッコハネッコ）は、第2世代で導入されたデュアルタイプのグラス/フライングポケモンです。
このポケモンは風と共に漂い、浮かんでいます。強風の接近を感知すると、ホッピップは葉を他のホッピップとつなぎ、吹き飛ばされるのを防ぎます。","Hoppip（日文︰ハネッコ Hanecco，英文︰Hoppip）是第二世代引入的草/飞双属性宝可梦。
这只神奇宝贝随风飘浮。如果它感觉到强风的逼近，Hoppip 会将它的叶子与其他 Hoppip 连接起来，以防被吹走。"
skiploom,"Skiploom (Japanese: ポポッコ Popocco) is a dual-type Grass/Flying Pokémon introduced in Generation II.
Skiploom's flower blossoms when the temperature rises above 64 degrees F. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.","Skiploom (japonais : ポポッコ Popocco) est un Pokémon Herbe/Vol de type double introduit dans la Génération II.
La fleur de Skiploom fleurit lorsque la température dépasse 64 degrés F. La quantité d'ouverture de la fleur dépend de la température. Pour cette raison, ce Pokémon est parfois utilisé comme thermomètre.","Skiploom (en japonés: ポポッコ Popocco) es un Pokémon tipo planta/volador introducido en la segunda generación.
La flor de Skiploom florece cuando la temperatura supera los 64 grados F. La cantidad de apertura de la flor depende de la temperatura. Por esa razón, este Pokémon a veces se usa como termómetro.","Skiploom (giapponese: ポポッコ Popocco) è un Pokémon di doppio tipo Erba/Volante introdotto in seconda generazione.
Il fiore di Skiploom sboccia quando la temperatura supera i 64 gradi F. Quanto si apre il fiore dipende dalla temperatura. Per questo motivo, questo Pokémon viene talvolta utilizzato come termometro.","Skiploom(일본어: popotco Popocco)은 2세대에 도입된 듀얼 타입 풀/플라잉 포켓몬입니다.
스킵룸의 꽃은 온도가 화씨 64도 이상으로 올라갈 때 꽃이 핍니다. 꽃이 열리는 정도는 온도에 따라 다릅니다. 그런 이유로 이 포켓몬은 때때로 온도계로 사용됩니다.","Skiploom (japanisch: ポポッコ Popocco) ist ein Pflanzen-/Flug-Pokémon vom dualen Typ, das in Generation II eingeführt wurde.
Die Blume von Skiploom blüht, wenn die Temperatur über 64 Grad F steigt. Wie weit sich die Blume öffnet, hängt von der Temperatur ab. Aus diesem Grund wird dieses Pokémon manchmal als Thermometer verwendet.","स्किप्लूम (जापानी: ポポッコ पोपोको) एक दोहरे प्रकार का घास/फ्लाइंग पोकेमोन है जिसे जनरेशन II में पेश किया गया है।
स्किपलूम का फूल तब खिलता है जब तापमान 64 डिग्री फ़ारेनहाइट से ऊपर हो जाता है। फूल कितना खुलता है यह तापमान पर निर्भर करता है। इस कारण से, इस पोकेमोन को कभी-कभी थर्मामीटर के रूप में उपयोग किया जाता है।","ポポッコ（日本語：ポポッコポポッコ）は、ジェネレーションIIで導入されたデュアルタイプのグラス/フライングポケモンです。
温度が華氏64度を超えると、ポポッコの花が咲きます。花が開く量は、温度によって異なります。そのため、このポケモンは体温計として使われることもあります。","Skiploom（日文：ポポッコ Popocco）是第二世代引入的草/飞双属性宝可梦。
当温度升至华氏 64 度以上时，Skiploom 的花朵就会开花。花朵的开放程度取决于温度。出于这个原因，这只神奇宝贝有时被用作温度计。"
jumpluff,"Jumpluff (Japanese: ワタッコ Watacco) is a dual-type Grass/Flying Pokémon introduced in Generation II.
Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.","Jumpluff (japonais : ワタッコ Watacco) est un Pokémon Herbe/Vol de type double introduit dans la Génération II.
Jumpluff chevauche les vents chauds du sud pour traverser la mer et s'envoler vers des terres étrangères. Le Pokémon descend au sol lorsqu'il rencontre de l'air froid alors qu'il flotte.","Jumpluff (en japonés: ワタッコ Watacco) es un Pokémon tipo planta/volador introducido en la segunda generación.
Jumpluff cabalga sobre los cálidos vientos del sur para cruzar el mar y volar a tierras extranjeras. El Pokémon desciende al suelo cuando se encuentra con aire frío mientras está flotando.","Jumpluff (giapponese: ワタッコ Watacco) è un Pokémon di doppio tipo Erba/Volante introdotto in seconda generazione.
Jumpluff cavalca i caldi venti del sud per attraversare il mare e volare in terre straniere. Il Pokémon scende a terra quando incontra aria fredda mentre sta galleggiando.","Jumpluff(일본어: watacco Watacco)는 2세대에서 소개된 듀얼 타입 풀/비행 포켓몬입니다.
Jumpluff는 따뜻한 남풍을 타고 바다를 건너 외국 땅으로 날아갑니다. 공중에 떠 있는 동안 찬 공기를 만나면 포켓몬이 땅으로 내려옵니다.","Jumpluff (japanisch: ワタッコ Watacco) ist ein Pflanzen-/Flug-Pokémon vom dualen Typ, das in Generation II eingeführt wurde.
Jumpluff reitet warme Südwinde, um das Meer zu überqueren und in fremde Länder zu fliegen. Das Pokémon sinkt zu Boden, wenn es beim Schweben auf kalte Luft trifft.","जम्प्लफ (जापानी: ワタッコ वातैक्को) एक दोहरे प्रकार का घास/फ्लाइंग पोकेमोन है जिसे जनरेशन II में पेश किया गया था।
जम्पलफ समुद्र को पार करने और विदेशी भूमि पर उड़ान भरने के लिए गर्म दक्षिणी हवाओं की सवारी करता है। पोकेमॉन तैरते समय ठंडी हवा का सामना करने पर जमीन पर उतरता है।","ワタッコ（日本語：ワタッコワタッコ）は、第2世代で導入されたデュアルタイプのグラス/フライングポケモンです。
ワタッコは暖かい南風に乗って海を渡り、異国へと飛んでいきます。ポケモンが浮かんでいるときに冷たい空気に遭遇すると、ポケモンは地面に降りてきます。","Jumpluff（日文︰ワタッコ Watacco，英文︰Jumpluff）是第二世代引入的草/飞双属性宝可梦。
Jumpluff乘着温暖的南风穿越大海，飞向异国他乡。神奇宝贝在漂浮时遇到冷空气会下降到地面。"
