name;time
getServerPrefix;352137
on_message_global;136457
on_message_global;129716
getServerPrefix;364160
on_message_global;131310
getServerPrefix;359214
on_message_global;130838
getServerPrefix;363561
on_message_global;130451
on_message_global;133890
getServerPrefix;688309
on_message_global;136302
on_message_global;131358
getServerPrefix;662482
on_message_global;130032
getServerPrefix;359229
on_message_global;130107
getServerPrefix;372776
on_message_global;131127
getServerPrefix;786232
on_message_global;141845
getServerPrefix;352550
on_message_global;175106
on_message_global;132940
getServerPrefix;350581
on_message_global;170261
getServerPrefix;336188
on_message_global;139822
on_message_global;136670
getServerPrefix;361569
on_message_global;130948
on_message_global;136510
on_message_global;133528
getServerPrefix;61696
on_message_global;139577
on_message_global;135614
getServerPrefix;606128
on_message_global;132426
on_message_global;129849
getServerPrefix;348833
on_message_global;132631
getServerPrefix;359523
on_message_global;175220
getServerPrefix;396177
on_message_global;140484
on_message_global;132618
on_message_global;131540
getServerPrefix;366561
on_message_global;131415
on_message_global;128534
getServerPrefix;380916
on_message_global;139792
getServerPrefix;398018
on_message_global;175406
on_message_global;138910
on_message_global;135138
on_message_global;132469
on_message_global;129336
getServerPrefix;378589
on_message_global;133248
getServerPrefix;647601
on_message_global;173691
getServerPrefix;421462
on_message_global;135402
getServerPrefix;368540
on_message_global;177042
on_message_global;132634
getServerPrefix;368958
on_message_global;132081
getServerPrefix;387424
on_message_global;174316
getServerPrefix;371085
on_message_global;133217
on_message_global;130077
getServerPrefix;181460
on_message_global;178253
getServerPrefix;378773
on_message_global;129323
getServerPrefix;343660
on_message_global;120789
getServerPrefix;344488
on_message_global;133114
on_message_global;129026
getServerPrefix;371583
on_message_global;174773
getServerPrefix;380483
on_message_global;214919
on_message_global;122209
getServerPrefix;353129
on_message_global;130798
getServerPrefix;348735
on_message_global;127700
getServerPrefix;362992
on_message_global;131840
getServerPrefix;392800
on_message_global;130525
getServerPrefix;633473
on_message_global;137753
getServerPrefix;359917
on_message_global;177529
getServerPrefix;357372
on_message_global;135361
getServerPrefix;651066
on_message_global;130305
on_message_global;135795
on_message_global;137529
on_message_global;131920
on_message_global;134757
getServerPrefix;355120
on_message_global;179618
getServerPrefix;652180
on_message_global;131676
getServerPrefix;382287
on_message_global;99564
getServerPrefix;375002
on_message_global;132219
on_message_global;130871
on_message_global;127308
getServerPrefix;372861
on_message_global;131188
getServerPrefix;374788
on_message_global;139756
getServerPrefix;387585
on_message_global;133379
on_message_global;127615
on_message_global;138521
on_message_global;132407
on_message_global;137235
getServerPrefix;365602
on_message_global;133166
getServerPrefix;375924
on_message_global;133613
on_message_global;127145
getServerPrefix;446398
on_message_global;127796
getServerPrefix;396035
on_message_global;121180
getServerPrefix;390764
on_message_global;127292
on_message_global;122911
on_message_global;134984
getServerPrefix;383015
on_message_global;177274
getServerPrefix;355601
on_message_global;132092
getServerPrefix;382570
on_message_global;131553
getServerPrefix;350467
on_message_global;131710
getServerPrefix;363373
on_message_global;133661
on_message_global;142905
getServerPrefix;358350
on_message_global;130993
on_message_global;127975
getServerPrefix;396147
on_message_global;137198
on_message_global;138055
on_message_global;42667
on_message_global;130035
getServerPrefix;372411
on_message_global;147930
getServerPrefix;346978
on_message_global;132364
getServerPrefix;369998
on_message_global;132721
getServerPrefix;669190
on_message_global;178670
on_message_global;134992
getServerPrefix;370882
on_message_global;133209
getServerPrefix;357130
on_message_global;131741
getServerPrefix;381283
on_message_global;186422
getServerPrefix;679350
on_message_global;129653
getServerPrefix;353386
on_message_global;135261
getServerPrefix;359872
on_message_global;131815
on_message_global;136472
getServerPrefix;729873
on_message_global;133045
getServerPrefix;352591
on_message_global;133044
on_message_global;138779
on_message_global;135287
getServerPrefix;362086
on_message_global;132039
getServerPrefix;366842
on_message_global;133639
getServerPrefix;362317
on_message_global;132348
getServerPrefix;23353
on_message_global;187146
getServerPrefix;369063
on_message_global;131913
getServerPrefix;375317
on_message_global;132953
on_message_global;131482
getServerPrefix;461212
on_message_global;130936
getServerPrefix;372406
on_message_global;128683
getServerPrefix;354563
on_message_global;156337
getServerPrefix;358398
on_message_global;130896
getServerPrefix;363859
on_message_global;182494
getServerPrefix;378905
on_message_global;141005
on_message_global;132439
on_message_global;177850
getServerPrefix;378233
on_message_global;135780
on_message_global;129694
getServerPrefix;363458
on_message_global;129514
on_message_global;135782
getServerPrefix;355422
on_message_global;178696
getServerPrefix;386374
on_message_global;130039
getServerPrefix;366562
on_message_global;132046
getServerPrefix;449673
on_message_global;132352
getServerPrefix;358526
on_message_global;135009
getServerPrefix;368150
on_message_global;129754
getServerPrefix;365362
on_message_global;131615
on_message_global;169529
getServerPrefix;315649
on_message_global;129444
on_message_global;131121
getServerPrefix;355273
on_message_global;129156
getServerPrefix;374647
on_message_global;129500
on_message_global;139136
getServerPrefix;613975
on_message_global;145794
getServerPrefix;363809
on_message_global;179746
on_message_global;133163
getServerPrefix;369738
on_message_global;133147
getServerPrefix;359611
on_message_global;145279
getServerPrefix;391987
on_message_global;131740
on_message_global;132402
on_message_global;132130
getServerPrefix;393846
on_message_global;130524
getServerPrefix;364284
on_message_global;133457
getServerPrefix;641143
on_message_global;123815
getServerPrefix;386906
on_message_global;136632
getServerPrefix;395920
on_message_global;143568
getServerPrefix;370752
on_message_global;123963
on_message_global;138976
on_message_global;131683
getServerPrefix;771430
on_message_global;136082
getServerPrefix;363925
getServerPrefix;35438
on_message_global;150863
getServerPrefix;391019
on_message_global;130649
getServerPrefix;356393
on_message_global;132209
getServerPrefix;384484
on_message_global;140410
getServerPrefix;378737
on_message_global;139442
on_message_global;137889
getServerPrefix;371251
on_message_global;191247
on_message_global;133902
getServerPrefix;390824
on_message_global;132649
on_message_global;129886
getServerPrefix;383011
on_message_global;136026
on_message_global;133618
getServerPrefix;387302
on_message_global;130236
getServerPrefix;691244
on_message_global;132169
getServerPrefix;374358
on_message_global;126813
on_message_global;140081
getServerPrefix;358144
on_message_global;133131
on_message_global;134668
getServerPrefix;365059
on_message_global;178402
on_message_global;126841
getServerPrefix;668404
on_message_global;133372
on_message_global;140475
getServerPrefix;653333
on_message_global;133563
on_message_global;96361
on_message_global;137502
on_message_global;137101
on_message_global;131830
on_message_global;132557
getServerPrefix;367954
on_message_global;131903
getServerPrefix;353317
on_message_global;131299
getServerPrefix;384992
on_message_global;133972
getServerPrefix;367204
on_message_global;131722
getServerPrefix;341939
on_message_global;132187
getServerPrefix;717614
on_message_global;133568
getServerPrefix;357877
on_message_global;130729
getServerPrefix;374821
on_message_global;134920
getServerPrefix;388228
on_message_global;132267
getServerPrefix;373302
on_message_global;135425
getServerPrefix;383514
on_message_global;177289
getServerPrefix;389985
on_message_global;129908
on_message_global;136563
getServerPrefix;377088
on_message_global;177126
getServerPrefix;370315
on_message_global;131686
getServerPrefix;372904
on_message_global;144794
on_message_global;134423
on_message_global;128222
getServerPrefix;376808
on_message_global;132278
getServerPrefix;431917
on_message_global;130289
getServerPrefix;705525
on_message_global;131614
on_message_global;138920
getServerPrefix;357205
on_message_global;131360
on_message_global;131530
on_message_global;127833
on_message_global;131649
getServerPrefix;359969
on_message_global;191088
on_message_global;134042
getServerPrefix;364703
on_message_global;131354
on_message_global;170958
getServerPrefix;624985
on_message_global;131258
getServerPrefix;388745
on_message_global;135263
on_message_global;132750
getServerPrefix;371084
on_message_global;136434
getServerPrefix;388625
on_message_global;132501
on_message_global;136602
on_message_global;133478
getServerPrefix;363713
on_message_global;142805
on_message_global;128461
getServerPrefix;385434
on_message_global;138118
getServerPrefix;352047
on_message_global;176294
on_message_global;129287
getServerPrefix;380169
on_message_global;143666
on_message_global;132367
getServerPrefix;377430
on_message_global;139508
getServerPrefix;368051
on_message_global;134737
on_message_global;127987
getServerPrefix;384833
on_message_global;134265
on_message_global;129420
getServerPrefix;380009
on_message_global;133428
on_message_global;132240
getServerPrefix;358510
on_message_global;182725
on_message_global;133811
getServerPrefix;365495
on_message_global;131545
getServerPrefix;349786
on_message_global;133389
getServerPrefix;388106
on_message_global;181390
getServerPrefix;670322
on_message_global;176763
getServerPrefix;391152
on_message_global;134627
on_message_global;132297
on_message_global;133407
getServerPrefix;349783
on_message_global;128880
getServerPrefix;362229
on_message_global;128768
on_message_global;140646
getServerPrefix;355362
on_message_global;133061
on_message_global;125018
getServerPrefix;375090
on_message_global;130902
getServerPrefix;382857
on_message_global;134455
getServerPrefix;391542
on_message_global;135810
getServerPrefix;933774
on_ready;448186
on_message_global;197261
getServerPrefix;432790
on_message_global;134459
getServerPrefix;356531
on_message_global;127588
getServerPrefix;423651
on_message_global;137148
on_message_global;128683
getServerPrefix;364013
on_message_global;152483
on_message_global;129664
on_message_global;131964
getServerPrefix;374709
on_message_global;134415
getServerPrefix;366713
on_message_global;130381
getServerPrefix;350585
on_message_global;132664
getServerPrefix;439473
on_message_global;132257
getServerPrefix;368150
on_message_global;134019
on_message_global;132318
on_message_global;175050
getServerPrefix;395762
on_message_global;139590
on_message_global;136707
getServerPrefix;638856
on_message_global;142314
on_message_global;143267
getServerPrefix;387733
on_message_global;132034
on_message_global;131441
getServerPrefix;380922
on_message_global;132582
getServerPrefix;355963
on_message_global;132050
getServerPrefix;383707
on_message_global;132955
getServerPrefix;380990
on_message_global;174972
getServerPrefix;367713
on_message_global;133365
on_guild_remove;144088
on_message_global;140433
on_message_global;179062
getServerPrefix;398308
on_message_global;131915
on_message_global;131856
on_message_global;184727
getServerPrefix;398253
on_message_global;179760
getServerPrefix;376007
on_message_global;127374
getServerPrefix;370718
on_message_global;133073
getServerPrefix;385315
on_message_global;135496
getServerPrefix;617820
on_message_global;133714
getServerPrefix;361222
on_message_global;132067
getServerPrefix;607329
on_message_global;128576
getServerPrefix;469079
on_message_global;127041
getServerPrefix;411023
on_message_global;142801
on_message_global;144287
getServerPrefix;458240
on_message_global;173823
getServerPrefix;373375
on_message_global;133506
getServerPrefix;427532
on_message_global;132325
on_message_global;132110
getServerPrefix;614312
on_message_global;138267
getServerPrefix;759194
on_message_global;126975
getServerPrefix;406162
on_message_global;168025
getServerPrefix;507561
on_message_global;247622
getServerPrefix;490260
on_message_global;182339
on_message_global;216629
getServerPrefix;677834
on_message_global;179781
on_message_global;139903
getServerPrefix;683952
on_message_global;139222
getServerPrefix;446695
on_message_global;157525
on_message_global;146413
getServerPrefix;410099
on_message_global;147749
getServerPrefix;406554
on_message_global;157363
getServerPrefix;442511
on_message_global;164414
getServerPrefix;704230
on_message_global;158767
getServerPrefix;607843
on_message_global;143128
getServerPrefix;685035
on_message_global;187520
on_message_global;131359
on_message_global;132832
getServerPrefix;380655
on_message_global;132241
getServerPrefix;637528
on_message_global;132741
on_message_global;185036
getServerPrefix;624033
on_message_global;139490
getServerPrefix;386367
on_message_global;135584
on_message_global;129006
getServerPrefix;374413
on_message_global;127666
getServerPrefix;390982
on_message_global;132211
getServerPrefix;387346
on_message_global;133430
getServerPrefix;353371
on_message_global;149884
getServerPrefix;379748
on_message_global;178179
getServerPrefix;403429
on_message_global;140687
getServerPrefix;362932
on_message_global;130906
on_message_global;141648
on_message_global;133272
on_message_global;157153
getServerPrefix;387575
on_message_global;131801
getServerPrefix;360807
on_message_global;175726
on_message_global;180478
getServerPrefix;379056
on_message_global;130063
getServerPrefix;405987
on_message_global;145950
getServerPrefix;423916
on_message_global;133393
on_message_global;133141
on_message_global;132582
on_message_global;131164
getServerPrefix;595991
on_message_global;131423
on_message_global;131828
on_message_global;148528
getServerPrefix;396235
on_message_global;209671
getServerPrefix;425319
on_message_global;132933
on_message_global;131474
on_message_global;131215
on_message_global;134065
on_message_global;147027
on_message_global;134398
on_message_global;133790
on_message_global;129562
on_message_global;133620
getServerPrefix;396213
on_message_global;176873
getServerPrefix;365195
on_message_global;122994
getServerPrefix;372334
on_message_global;133669
getServerPrefix;719716
on_message_global;170576
on_message_global;130145
getServerPrefix;366430
on_message_global;130866
getServerPrefix;360502
on_message_global;134022
getServerPrefix;613359
on_message_global;173505
getServerPrefix;354151
on_message_global;130374
getServerPrefix;373197
on_message_global;132711
getServerPrefix;373017
on_message_global;131213
getServerPrefix;683567
on_message_global;141503
getServerPrefix;377325
on_message_global;126534
on_message_global;133077
getServerPrefix;349677
getServerPrefix_cog;148602
on_message_global;184016
getServerPrefix;369195
on_message_global;130887
getServerPrefix;677313
on_message_global;179787
getServerPrefix;669020
on_message_global;176898
on_message_global;139846
getServerPrefix;713156
on_message_global;127883
getServerPrefix;360210
on_message_global;179434
getServerPrefix;374819
on_message_global;129896
getServerPrefix;656801
on_message_global;135801
on_message_global;188114
getServerPrefix;362839
on_message_global;134655
getServerPrefix;376856
on_message_global;181709
on_message_global;131967
getServerPrefix;364635
on_message_global;178383
on_message_global;178305
getServerPrefix;369512
on_message_global;127651
getServerPrefix;350281
on_message_global;132175
getServerPrefix;361886
on_message_global;131901
getServerPrefix;363576
on_message_global;131903
on_message_global;133825
getServerPrefix;370255
on_message_global;132350
getServerPrefix;386451
on_message_global;131596
getServerPrefix;364088
on_message_global;135936
getServerPrefix;284839
on_message_global;128778
getServerPrefix;361594
on_message_global;140801
getServerPrefix;438094
on_message_global;142309
getServerPrefix;352277
on_message_global;180565
getServerPrefix;380103
on_message_global;130629
on_message_global;137611
getServerPrefix;415431
on_message_global;140164
on_message_global;199472
getServerPrefix;427121
on_message_global;161475
getServerPrefix;377804
on_message_global;131797
getServerPrefix;595149
on_message_global;130417
getServerPrefix;385497
on_message_global;178790
on_message_global;130226
getServerPrefix;688579
on_message_global;130665
getServerPrefix;423682
on_message_global;132694
getServerPrefix;414480
on_message_global;135492
getServerPrefix;408445
on_message_global;132522
on_message_global;187033
on_message_global;131628
on_message_global;129489
getServerPrefix;365524
on_message_global;175684
getServerPrefix;381500
on_message_global;135022
getServerPrefix;294897
on_message_global;129185
getServerPrefix;396308
on_message_global;133635
getServerPrefix;377408
on_message_global;151723
on_message_global;131754
getServerPrefix;350236
on_message_global;130890
getServerPrefix;625097
on_message_global;130617
getServerPrefix;355491
on_message_global;131935
getServerPrefix;656206
on_message_global;134025
getServerPrefix;370104
on_message_global;133644
on_message_global;132488
getServerPrefix;671404
on_message_global;131854
getServerPrefix;361664
on_message_global;133449
on_message_global;141950
getServerPrefix;616457
on_message_global;127937
getServerPrefix;353065
on_message_global;134695
getServerPrefix;386909
on_message_global;132323
getServerPrefix;354943
on_message_global;143980
on_message_global;133268
getServerPrefix;438403
on_message_global;143789
getServerPrefix;380467
on_message_global;136497
getServerPrefix;26640
on_message_global;184608
getServerPrefix;348725
on_message_global;145001
getServerPrefix;387661
on_message_global;131273
on_message_global;133347
getServerPrefix;358968
on_message_global;129834
getServerPrefix;362821
on_message_global;131736
on_message_global;128127
getServerPrefix;349933
on_message_global;130374
getServerPrefix;360082
on_message_global;133198
getServerPrefix;375178
on_message_global;130752
on_message_global;131889
getServerPrefix;346375
on_message_global;130093
on_message_global;141550
on_message_global;129132
on_message_global;130400
getServerPrefix;611003
on_message_global;123793
getServerPrefix;692075
on_message_global;132872
getServerPrefix;710827
on_message_global;132220
getServerPrefix;374854
on_message_global;130950
getServerPrefix;359990
on_message_global;131084
on_message_global;130148
getServerPrefix;441750
on_message_global;133401
getServerPrefix;221495
on_message_global;131548
cog_check;132844
checkCooldownCache;0
getServerPrefix;390462
on_message_global;130763
on_message_global;125916
on_message_global;132190
getServerPrefix;418747
on_message_global;127457
on_message_global;136363
getServerPrefix;347028
on_message_global;177754
getServerPrefix;380938
on_message_global;130502
getServerPrefix;371069
on_message_global;149618
getServerPrefix;367513
on_message_global;138963
on_message_global;132697
getServerPrefix;365264
on_message_global;132601
getServerPrefix;361482
on_message_global;141327
on_message_global;132136
getServerPrefix;357231
on_message_global;176179
getServerPrefix;363664
on_message_global;132223
getServerPrefix;350883
on_message_global;135392
getServerPrefix;383805
on_message_global;132362
on_message_global;128735
on_message_global;134369
getServerPrefix;419442
on_message_global;146975
on_message_global;141847
getServerPrefix;363616
on_message_global;131754
getServerPrefix;360676
cog_check;131079
on_message_global;465691
getServerPrefix;365520
on_message_global;129706
getServerPrefix;359291
on_message_global;122604
getServerPrefix;361255
on_message_global;127848
getServerPrefix;357788
on_message_global;169927
getServerPrefix;367824
on_message_global;124623
on_message_global;128489
getServerPrefix;705580
on_message_global;129700
getServerPrefix;364346
on_message_global;129586
getServerPrefix;401017
on_message_global;128639
getServerPrefix;679282
on_message_global;129127
on_message_global;128139
getServerPrefix;659618
on_message_global;129102
getServerPrefix;347773
on_message_global;127949
on_message_global;129156
getServerPrefix;357527
on_message_global;168254
getServerPrefix;439399
on_message_global;130196
on_message_global;129565
getServerPrefix;378644
on_message_global;127724
getServerPrefix;373283
on_message_global;128762
on_message_global;132505
getServerPrefix;666031
on_message_global;128083
getServerPrefix;355256
on_message_global;169649
on_message_global;125943
on_message_global;166453
getServerPrefix;366879
on_message_global;126838
getServerPrefix;367801
on_message_global;128188
getServerPrefix;359512
on_message_global;123884
getServerPrefix;360087
on_message_global;141379
getServerPrefix;390662
on_message_global;140755
getServerPrefix;381063
on_message_global;128524
getServerPrefix;370378
on_message_global;128440
getServerPrefix;354357
on_message_global;125635
getServerPrefix;365851
on_message_global;142994
on_message_global;173228
getServerPrefix;384465
on_message_global;171950
on_message_global;130056
on_message_global;127747
on_message_global;132037
getServerPrefix;379269
on_message_global;123603
getServerPrefix;372803
on_message_global;126199
getServerPrefix;647368
on_message_global;138760
getServerPrefix;357826
on_message_global;120006
on_message_global;130717
getServerPrefix;363147
on_message_global;172958
on_message_global;128312
getServerPrefix;600722
on_message_global;126039
getServerPrefix;366662
on_message_global;124204
on_message_global;132055
getServerPrefix;384053
on_message_global;128343
getServerPrefix;700914
on_message_global;127134
getServerPrefix;354444
on_message_global;125229
on_message_global;126623
on_message_global;126223
getServerPrefix;674308
on_message_global;192156
getServerPrefix;377451
on_message_global;177719
getServerPrefix;659810
on_message_global;134285
getServerPrefix;385607
on_message_global;131178
getServerPrefix;364698
on_message_global;126916
getServerPrefix;388029
on_message_global;148033
on_message_global;126244
getServerPrefix;381798
on_message_global;126312
getServerPrefix;381822
on_message_global;137170
getServerPrefix;357413
cog_check;123769
on_message_global;784237
on_message_global;126955
getServerPrefix;391102
on_message_global;127098
getServerPrefix;397246
on_message_global;124485
on_message_global;129496
getServerPrefix;368008
on_message_global;166490
getServerPrefix;364045
on_message_global;166151
on_message_global;123987
getServerPrefix;417627
on_message_global;132988
getServerPrefix;357907
on_message_global;123348
getServerPrefix;390039
on_message_global;126698
getServerPrefix;376766
on_message_global;171672
getServerPrefix;371485
on_message_global;130144
getServerPrefix;338899
on_message_global;165486
getServerPrefix;377108
on_message_global;121053
on_message_global;127569
on_message_global;166339
getServerPrefix;391254
on_message_global;122905
getServerPrefix;350231
on_message_global;122908
on_message_global;126703
getServerPrefix;376070
on_message_global;129316
on_message_global;121563
getServerPrefix;380402
on_message_global;168336
getServerPrefix;352024
on_message_global;115744
getServerPrefix;382393
on_message_global;121231
getServerPrefix;349861
on_message_global;129429
getServerPrefix;431858
on_message_global;122646
on_message_global;127194
getServerPrefix;371186
on_message_global;127197
getServerPrefix;371771
on_message_global;126474
getServerPrefix;365365
on_message_global;123449
getServerPrefix;214224
on_message_global;121838
getServerPrefix;350183
on_message_global;122133
getServerPrefix;380346
on_message_global;125894
on_message_global;119894
on_message_global;126402
getServerPrefix;369139
on_message_global;127153
getServerPrefix;407950
on_message_global;126016
getServerPrefix;398741
on_message_global;121401
getServerPrefix;380456
on_message_global;121173
getServerPrefix;649771
on_message_global;129187
on_message_global;130930
getServerPrefix;382706
on_message_global;123910
getServerPrefix;373927
on_message_global;131408
on_message_global;128560
getServerPrefix;353307
on_message_global;128463
cog_check;121099
checkCooldownCache;0
on_message_global;125630
getServerPrefix;390149
on_message_global;119523
getServerPrefix;382332
on_message_global;126371
getServerPrefix;373515
on_message_global;124286
on_message_global;123652
getServerPrefix;373194
on_message_global;123712
getServerPrefix;385097
on_message_global;123856
getServerPrefix;397499
on_message_global;125032
on_message_global;120344
on_message_global;22943
on_message_global;121211
getServerPrefix;654436
on_message_global;124084
getServerPrefix;403836
on_message_global;130835
getServerPrefix;392176
on_message_global;125758
on_message_global;119644
getServerPrefix;725440
on_message_global;165078
getServerPrefix;645752
on_message_global;128849
getServerPrefix;378575
on_message_global;115209
getServerPrefix;390421
on_message_global;118064
getServerPrefix;362385
on_message_global;118027
on_message_global;131516
getServerPrefix;382263
on_message_global;122179
on_message_global;122607
on_message_global;125545
getServerPrefix;339921
on_message_global;166621
getServerPrefix;388276
on_message_global;117035
getServerPrefix;662350
on_message_global;123083
getServerPrefix;354284
on_message_global;126405
on_message_global;122785
getServerPrefix;379130
on_message_global;124702
getServerPrefix;20094
on_message_global;122180
getServerPrefix;353730
on_message_global;163300
on_message_global;127879
on_message_global;168155
on_message_global;124862
getServerPrefix;368634
on_message_global;164221
getServerPrefix;364284
on_message_global;141021
getServerPrefix;373764
on_message_global;133440
on_message_global;125309
getServerPrefix;383291
on_message_global;165048
on_message_global;130594
on_message_global;120379
on_message_global;135804
getServerPrefix;682604
on_message_global;166152
on_message_global;123113
getServerPrefix;366921
on_message_global;119409
getServerPrefix;749470
on_message_global;123712
getServerPrefix;375414
on_message_global;125376
on_message_global;125222
on_message_global;118949
on_message_global;165153
on_message_global;120504
getServerPrefix;365515
on_message_global;124567
getServerPrefix;403976
on_message_global;123803
getServerPrefix;659397
on_message_global;129930
getServerPrefix;351831
on_message_global;127945
on_message_global;118779
getServerPrefix;378803
getServerPrefix;567496
getServerPrefix;377494
on_message_global;166317
getServerPrefix;731691
on_message_global;127484
getServerPrefix;368910
on_message_global;121789
getServerPrefix;701712
on_message_global;126094
getServerPrefix;349121
on_message_global;167998
getServerPrefix;671645
on_message_global;122464
on_message_global;120289
on_message_global;128970
on_message_global;123539
on_message_global;123581
getServerPrefix;351671
on_message_global;166017
on_message_global;118099
on_message_global;135861
on_message_global;491528
getRank;134437
on_button_click;719057
createQuestion;192389
createQuestion;170073
on_button_click;117926
on_button_click;430933
on_button_click;517473
on_message_global;218483
on_button_click;886120
createQuestion;174540
on_ready;401457
on_button_click;884471
getServerPrefix;761611
on_message_global;128020
getServerPrefix;349596
on_message_global;129292
getServerPrefix;367407
on_message_global;125783
getServerPrefix;375364
on_message_global;127214
getServerPrefix;348404
on_message_global;132395
getServerPrefix;397690
on_message_global;135775
on_message_global;132332
on_message_global;134891
getServerPrefix;367284
on_message_global;183096
